"GMDandPRIMe_names","MetNames"
"M000017_A132002-101-xxx_NA_1286.69_TRUE_VAR5_ALK_Isoleucine (2TMS)","Isoleucine"
"M000029_A132003-101-xxx_NA_1295.77_TRUE_VAR5_ALK_Proline (2TMS)","Proline"
"M000130_A132004-101-xxx_NA_1311.4_PRED_VAR5_ALK_Cysteine. S-methyl-. DL- (1TMS)","Cysteine. S-methyl-. DL-"
"M000442_A132008-101-xxx_NA_1252.87_TRUE_VAR5_ALK_Caproic acid. 2-oxo- (1MEOX) (1TMS) MP","Caproic acid. 2-oxo-"
"M000898_A132009-101-xxx_NA_1328.63_TRUE_VAR5_ALK_Oxamide (2TMS)","Oxamide"
"M000902_A132010-101-xxx_NA_1324.2_TRUE_VAR5_ALK_Benzamidine","Benzamidine"
"M000000_A132012-101-xxx_NA_1319.49_PRED_VAR5_ALK_Unknown#bth-pae-020","Unknown#bth-pae-020"
"M001225_A132015-101-xxx_NA_1328.25_TRUE_VAR5_ALK_2.5-Piperazinedione.3.6-dimethyl- (2TMS) BP","2.5-Piperazinedione.3.6-dimethyl-"
"M000430_A132016-101-xxx_NA_1320.86_TRUE_VAR5_ALK_Aminomalonic acid (2TMS)","Aminomalonic acid"
"M000031_A133001-101-xxx_NA_1303.64_TRUE_VAR5_ALK_Glycine (3TMS)","Glycine"
"M000114_A133002-101-xxx_NA_1297.39_TRUE_VAR5_ALK_Butanoic acid. 4-amino- (2TMS)","Butanoic acid. 4-amino-"
"M000076_A133003-101-xxx_NA_1300.72_TRUE_VAR5_ALK_Maleic acid (2TMS)","Maleic acid"
"M000457_A133004-101-xxx_NA_1300.8_TRUE_VAR5_ALK_Nicotinic acid (1TMS)","Nicotinic acid"
"M000735_A133007-101-xxx_NA_1326.95_TRUE_VAR5_ALK_Decanoic acid. methyl ester (FAME MIX)","Decanoic acid. methyl ester"
"M000807_A133008-101-xxx_NA_1324.47_PRED_VAR5_ALK_Pseudotropine (1TMS)","Pseudotropine"
"M000903_A133009-101-xxx_NA_1330.86_TRUE_VAR5_ALK_Hydantoin. 1-methyl- (1TMS)","Hydantoin. 1-methyl-"
"M000904_A133010-101-xxx_NA_1337.84_TRUE_VAR5_ALK_Malonic acid. allyl- (2TMS)","Malonic acid. allyl-"
"M000872_A133011-101-xxx_NA_1332.56_TRUE_VAR5_ALK_Lumichrome (2MEOX)","Lumichrome"
"M000905_A133012-101-xxx_NA_1334.11_TRUE_VAR5_ALK_Propane-1.3-diol. 2-hydroxymethyl- (3TMS)","Propane-1.3-diol. 2-hydroxymethyl-"
"M000536_A133013-101-xxx_NA_2281.26_TRUE_VAR5_ALK_Phenethylamine (1TMS)","Phenethylamine"
"M000000_A133015-101-xxx_NA_1332.66_TRUE_VAR5_ALK_D133273","D133273"
"M000000_A133016-101-xxx_NA_1339.12_TRUE_VAR5_ALK_NA133016","NA133016"
"M000074_A134001-101-xxx_NA_1310.36_TRUE_VAR5_ALK_Succinic acid (2TMS)","Succinic acid"
"M000000_A134002-101-xxx_NA_1325.48_PRED_VAR5_ALK_NA","NA"
"M000000_A134006-101-xxx_NA_1340.6_PRED_VAR5_ALK_NA","NA"
"M000029_A134007-101-xxx_NA_1342.33_TRUE_VAR5_ALK_Proline (1TMS) (1TFA)","Proline"
"M000186_A134008-101-xxx_NA_1344.21_TRUE_VAR5_ALK_Putrescine (2TMS)","Putrescine"
"M000000_A134010-101-xxx_NA_1339.45_PRED_VAR5_ALK_5-Aminopentanoic-acid_2TMS","5-Aminopentanoic-acid"
"M000000_A134011-101-xxx_NA_1331.74_PRED_VAR5_ALK_5-Hydroxypentanoic-acid_2TMS","5-Hydroxypentanoic-acid"
"M001225_A134016-101-xxx_NA_1343.14_TRUE_VAR5_ALK_2.5-Piperazinedione.3.6-dimethyl- (2TMS) MP","2.5-Piperazinedione.3.6-dimethyl-"
"M000119_A135001-101-xxx_NA_1313.07_TRUE_VAR5_ALK_Norleucine (2TMS)","Norleucine"
"M000000_A135002-101-xxx_NA_1323.86_PRED_VAR5_ALK_similar to Methylfurancarboxylic acid (1TMS)","similar to Methylfurancarboxylic acid"
"M000073_A135003-101-xxx_NA_1319.94_TRUE_VAR5_ALK_Glyceric acid (3TMS)","Glyceric acid"
"M000455_A135004-101-xxx_NA_1339.09_TRUE_VAR5_ALK_Itaconic acid (2TMS)","Itaconic acid"
"M000000_A135005-101-xxx_NA_1351.11_PRED_VAR5_ALK_NA","NA"
"M000906_A135006-101-xxx_NA_1358.79_TRUE_VAR5_ALK_Phosphomycin (2TMS)","Phosphomycin"
"M000907_A135007-101-xxx_NA_1356.96_TRUE_VAR5_ALK_Succinic acid. 2.3-dimethyl- (2TMS)","Succinic acid. 2.3-dimethyl-"
"M000896_A135008-101-xxx_NA_1350.67_TRUE_VAR5_ALK_Pyrrole-2-carboxylic acid (2TMS)","Pyrrole-2-carboxylic acid"
"M000664_A135009-101-xxx_NA_1352.95_TRUE_VAR5_ALK_Butanoic acid. 4-amino-3-hydroxy- (2TMS)","Butanoic acid. 4-amino-3-hydroxy-"
"M000000_A135011-101-xxx_NA_1356.22_TRUE_VAR5_ALK_NA135011 (classified unknown]","NA135011 (classified unknown]"
"M000456_A136001-101-xxx_NA_1335.93_TRUE_VAR5_ALK_Uracil (2TMS)","Uracil"
"M000000_A136002-101-xxx_NA_1332.55_TRUE_VAR5_ALK_similar to Lumichrome (2MeOX)","similar to Lumichrome"
"M000522_A136003-101-xxx_NA_1328.67_TRUE_VAR5_ALK_Picolinic acid (1TMS)","Picolinic acid"
"M000908_A136005-101-xxx_NA_1360.34_TRUE_VAR5_ALK_Norvaline. 3-hydroxy- (2TMS)","Norvaline. 3-hydroxy-"
"M000874_A136006-101-xxx_NA_1360.48_TRUE_VAR5_ALK_1.2.4-Triazole. 3-amino- (2TMS)","1.2.4-Triazole. 3-amino-"
"M000909_A136007-101-xxx_NA_1361.15_TRUE_VAR5_ALK_Geraniol (1TMS)","Geraniol"
"M000910_A136008-101-xxx_NA_1369.89_TRUE_VAR5_ALK_Serine. cyclo- (2TMS)","Serine. cyclo-"
"M000903_A136009-101-xxx_NA_1363.18_TRUE_VAR5_ALK_Hydantoin. 1-methyl- (2TMS)","Hydantoin. 1-methyl-"
"M000000_A136010-101-xxx_NA_1363.96_TRUE_VAR5_ALK_NA","NA"
"M000000_A136012-101-xxx_NA_1359.08_PRED_VAR5_ALK_O-Toluic-acid_1TMS","O-Toluic-acid"
"M000067_A137001-101-xxx_NA_1346.8_TRUE_VAR5_ALK_Fumaric acid (2TMS)","Fumaric acid"
"M000019_A137002-101-xxx_NA_1355.07_TRUE_VAR5_ALK_Homoserine (2TMS)","Homoserine"
"M000465_A137003-101-xxx_NA_1345.09_PRED_VAR5_ALK_Maleic acid. 2-methyl- (2TMS)","Maleic acid. 2-methyl-"
"M000528_A137004-101-xxx_NA_1365.15_TRUE_VAR5_ALK_2-Piperidinecarboxylic acid (2TMS)","2-Piperidinecarboxylic acid"
"M000628_A137007-101-xxx_NA_1366.92_TRUE_VAR5_ALK_Leucine. cyclo- (2TMS)","Leucine. cyclo-"
"M000893_A137008-101-xxx_NA_1375.1_TRUE_VAR5_ALK_Propanoic acid. 2-amino-2-methyl-3-hydroxy- (3TMS)","Propanoic acid. 2-amino-2-methyl-3-hydroxy-"
"M000911_A137009-101-xxx_NA_1375.95_TRUE_VAR5_ALK_Thiazole. 4-methyl-5-hydroxyethyl- (1TMS)","Thiazole. 4-methyl-5-hydroxyethyl-"
"M000933_A137010-101-xxx_NA_1378.03_TRUE_VAR5_ALK_Cysteine. seleno-methyl- (1TMS)","Cysteine. seleno-methyl-"
"M000000_A137012-101-xxx_NA_1379.52_TRUE_VAR5_ALK_NA137012 (classified unknown)","NA137012 (classified unknown)"
"M000000_A137013-101-xxx_NA_1365.91_PRED_VAR5_ALK_Malic-acid_4_methylester_2TMS","Malic-acid_4_methylester"
"M001243_A137015-101-xxx_NA_1372.17_TRUE_VAR5_ALK_3-Methyl-2-ketopiperazine (2TMS)","3-Methyl-2-ketopiperazine"
"M001244_A137016-101-xxx_NA_1375.5_TRUE_VAR5_ALK_N.N'-Trimethyleneurea (2TMS)","N.N'-Trimethyleneurea"
"M000015_A138001-101-xxx_NA_1352.51_TRUE_VAR5_ALK_Serine (3TMS)","Serine"
"M000026_A138002-101-xxx_NA_1360.5_PRED_VAR5_ALK_Alanine (3TMS)","Alanine"
"M000461_A138003-101-xxx_NA_1360.69_TRUE_VAR5_ALK_Nonanoic acid (1TMS)","Nonanoic acid"
"M000000_A138004-101-xxx_NA_1362.32_PRED_VAR5_ALK_NA","NA"
"M000466_A138005-101-xxx_NA_1371.75_TRUE_VAR5_ALK_Alanine. 3-cyano- (2TMS)","Alanine. 3-cyano-"
"M000912_A138007-101-xxx_NA_1382.9_TRUE_VAR5_ALK_Norbornane-2-carboxylic acid. 2-amino- (1TMS) BP","Norbornane-2-carboxylic acid. 2-amino-"
"M000000_A138009-101-xxx_NA_1375.75_PRED_VAR5_ALK_Unknown#bth-pae-024","Unknown#bth-pae-024"
"M001239_A138016-101-xxx_NA_1381.07_TRUE_VAR5_ALK_5-Methyl-2H-1.2.6-oxadiazin-3(6H)-one (1MEOX) (2TMS)","5-Methyl-2H-1.2.6-oxadiazin-3(6H)-one"
"M000000_A138017-101-xxx_NA_1346.28_TRUE_VAR5_ALK_NA138017","NA138017"
"M001235_A138018-101-xxx_NA_1384.99_TRUE_VAR5_ALK_2-Oxopiperazine (2TMS)","2-Oxopiperazine"
"M999999_A139001-101-xxx_NA_1377.54_TRUE_VAR5_ALK_Acetic acid. aminooxy- (3TMS)","Acetic acid. aminooxy-"
"M000145_A139002-101-xxx_NA_1369.3_PRED_VAR5_ALK_Nicotine","Nicotine"
"M000000_A139003-101-xxx_NA_1358.46_PRED_VAR5_ALK_NA","NA"
"M000000_A139004-101-xxx_NA_1371.58_PRED_VAR5_ALK_NA","NA"
"M000000_A139005-101-xxx_NA_1370.71_PRED_VAR5_ALK_NA","NA"
"M000000_A139006-101-xxx_NA_1360.81_PRED_VAR5_ALK_NA","NA"
"M000000_A139007-101-xxx_NA_1382.05_PRED_VAR5_ALK_NA","NA"
"M999999_A139008-101-xxx_NA_1382.98_TRUE_VAR5_ALK_Threonine. allo- (3TMS)","Threonine. allo-"
"M000427_A139009-101-xxx_NA_1416.3_TRUE_VAR5_ALK_Malonic acid (3TMS)","Malonic acid"
"M000429_A139011-101-xxx_NA_1552.41_TRUE_VAR5_ALK_Propane-1.2-diol. 3-amino (4TMS)","Propane-1.2-diol. 3-amino"
"M000000_A139012-101-xxx_NA_1374.37_PRED_VAR5_ALK_NA","NA"
"M000666_A139013-101-xxx_NA_0_FALSE_VAR5_ALK_Butyric acid. 2.4-diamino-. DL- (3TMS)","Butyric acid. 2.4-diamino-. DL-"
"M000662_A139014-101-xxx_NA_1378.23_PRED_VAR5_ALK_Decan-1-ol. n- (1TMS)","Decan-1-ol. n-"
"M000913_A139015-101-xxx_NA_1393.42_TRUE_VAR5_ALK_Phosphonic acid. hydroxymethyl- (3TMS)","Phosphonic acid. hydroxymethyl-"
"M000912_A139016-101-xxx_NA_1396.33_TRUE_VAR5_ALK_Norbornane-2-carboxylic acid. 2-amino- (1TMS) MP","Norbornane-2-carboxylic acid. 2-amino-"
"M000914_A139017-101-xxx_NA_1398.92_TRUE_VAR5_ALK_Perillic aldehyde (1MEOX)","Perillic aldehyde"
"M000000_A139019-101-xxx_NA_1387.46_PRED_VAR5_ALK_4-Methylcatechol_2TMS","4-Methylcatechol"
"M000000_A139020-101-xxx_NA_1386.6_PRED_VAR5_ALK_Malic-acid_1_methylester_2TMS","Malic-acid_1_methylester"
"M000016_A140001-101-xxx_NA_1377.23_TRUE_VAR5_ALK_Threonine (3TMS)","Threonine"
"M000589_A140002-101-xxx_NA_1378.66_TRUE_VAR5_ALK_Mevalonic acid-1.5-lactone (1TMS)","Mevalonic acid-1.5-lactone"
"M000000_A140003-101-xxx_NA_1370.74_PRED_VAR5_ALK_NA","NA"
"M000595_A140005-101-xxx_NA_1372.65_TRUE_VAR5_ALK_Threonic acid-1.4-lactone (2TMS)","Threonic acid-1.4-lactone"
"M000000_A140006-101-xxx_NA_1366.21_PRED_VAR5_ALK_NA","NA"
"M000411_A140010-101-xxx_NA_1397.06_TRUE_VAR5_ALK_Fumaric acid. 2-methyl- (2TMS)","Fumaric acid. 2-methyl-"
"M000534_A140011-101-xxx_NA_1393.41_PRED_VAR5_ALK_Tetradecane. n-","Tetradecane. n-"
"M000915_A140012-101-xxx_NA_1401.28_TRUE_VAR5_ALK_Hydroquinone (2TMS)","Hydroquinone"
"M001115_A140013-101-xxx_NA_1401.76_TRUE_VAR5_ALK_Propaonic acid. 2-amino-3-ureido- (2TMS)","Propaonic acid. 2-amino-3-ureido-"
"M000916_A140014-101-xxx_NA_1407.32_TRUE_VAR5_ALK_Cinnamaldehyde. trans- (1MEOX) MP","Cinnamaldehyde. trans-"
"M000917_A140015-101-xxx_NA_1405.51_TRUE_VAR5_ALK_Perillyl alcohol (1TMS)","Perillyl alcohol"
"M000918_A140016-101-xxx_NA_1380.17_TRUE_VAR5_ALK_Tartronic acid (3TMS)","Tartronic acid"
"M001226_A140017-101-xxx_NA_1403.84_TRUE_VAR5_ALK_Hydantoin. 5-methyl- (2TMS)","Hydantoin. 5-methyl-"
"M000000_A140018-101-xxx_NA_1406.29_TRUE_VAR5_ALK_D140626","D140626"
"M000891_A140019-101-xxx_NA_1401.16_TRUE_VAR5_ALK_Malonic acid. methyl- (3TMS)","Malonic acid. methyl-"
"M000000_A140020-101-xxx_NA_1408.28_TRUE_VAR5_ALK_NA140020 (classified unknown)","NA140020 (classified unknown)"
"M001234_A140022-101-xxx_NA_1404.61_TRUE_VAR5_ALK_5-Hydroxymethylfurfural (1MEOX) (1TMS) MP","5-Hydroxymethylfurfural"
"M000000_A140023-101-xxx_NA_1394.24_PRED_VAR5_ALK_Oxomalonic-acid_1MeOX_2TMS","Oxomalonic-acid2TMS"
"M000000_A140024-101-xxx_NA_1392.33_PRED_VAR5_ALK_Unknown#sst-cgl-020","Unknown#sst-cgl-020"
"M000024_A141001-101-xxx_NA_1390.58_TRUE_VAR5_ALK_Serine. O-acetyl- (2TMS)","Serine. O-acetyl-"
"M000415_A141002-101-xxx_NA_1381.38_TRUE_VAR5_ALK_Lactic acid dimer (2TMS)","Lactic acid dimer"
"M000000_A141003-101-xxx_NA_1388.91_PRED_VAR5_ALK_NA","NA"
"M000000_A141004-101-xxx_NA_1388.96_PRED_VAR5_ALK_NA","NA"
"M000000_A141005-101-xxx_NA_1386_PRED_VAR5_ALK_NA","NA"
"M000000_A141006-101-xxx_NA_1411.67_TRUE_VAR5_ALK_NA","NA"
"M000919_A141010-101-xxx_NA_1411.99_TRUE_VAR5_ALK_Pentanedioic acid. 2-methyl- (2TMS)","Pentanedioic acid. 2-methyl-"
"M000000_A141014-101-xxx_NA_1414.93_TRUE_VAR5_ALK_NA141014 (classified unknown)","NA141014 (classified unknown)"
"M000000_A141015-101-xxx_NA_1402.37_PRED_VAR5_ALK_Unknown#sst-cgl-023","Unknown#sst-cgl-023"
"M000000_A141016-101-xxx_NA_1401.97_PRED_VAR5_ALK_Unknown#bth-pae-025","Unknown#bth-pae-025"
"M000000_A141017-101-xxx_NA_1404.58_PRED_VAR5_ALK_Unknown#bth-pae-027","Unknown#bth-pae-027"
"M000848_A141023-101-xxx_NA_1415.57_TRUE_VAR5_ALK_NA141023 (classified unknown)","NA141023 (classified unknown)"
"M000430_A141024-101-xxx_NA_1415.96_TRUE_VAR5_ALK_Aminomalonic acid (3TMS)","Aminomalonic acid"
"M000000_A142001-101-xxx_NA_1395.2_PRED_VAR5_ALK_Alanine [+CO2] (2TMS)","Alanine"
"M000000_A142003-101-xxx_NA_1401.04_PRED_VAR5_ALK_NA","NA"
"M000000_A142004-101-xxx_NA_1402.56_PRED_VAR5_ALK_NA","NA"
"M000000_A142005-101-xxx_NA_1407.88_PRED_VAR5_ALK_NA","NA"
"M000462_A142006-101-xxx_NA_1397.96_TRUE_VAR5_ALK_Thymine (2TMS)","Thymine"
"M000018_A142007-101-xxx_NA_1416.46_TRUE_VAR5_ALK_Methionine (1TMS)","Methionine"
"M001117_A142008-101-xxx_NA_1427.93_TRUE_VAR5_ALK_Oxaloacetate (1MEOX) (2TMS) BP","Oxaloacetate"
"M000920_A142009-101-xxx_NA_1421.75_TRUE_VAR5_ALK_Pentanedioic acid. 3-methyl- (2TMS)","Pentanedioic acid. 3-methyl-"
"M000921_A142010-101-xxx_NA_1425.17_TRUE_VAR5_ALK_Proline. 3-hydroxy-. trans- (2TMS)","Proline. 3-hydroxy-. trans-"
"M000922_A142011-101-xxx_NA_1423.84_TRUE_VAR5_ALK_Hydrocinnamic acid (1TMS)","Hydrocinnamic acid"
"M000578_A142012-101-xxx_NA_1428.01_TRUE_VAR5_ALK_Diethanolamine (3TMS)","Diethanolamine"
"M000923_A142013-101-xxx_NA_1429.73_TRUE_VAR5_ALK_Butanoic acid. 4-methylthio-2-oxo- (1MEOX) (1TMS) BP","Butanoic acid. 4-methylthio-2-oxo-"
"M001224_A142014-101-xxx_NA_1424.08_TRUE_VAR5_ALK_2.5-Diketopiperazine (2TMS)","2.5-Diketopiperazine"
"M000000_A142015-101-xxx_NA_1412.32_PRED_VAR5_ALK_Cysteine_4TMS","Cysteine"
"M000000_A142016-101-xxx_NA_1412.62_PRED_VAR5_ALK_Unknown#bth-pae-028","Unknown#bth-pae-028"
"M000102_A143001-101-xxx_NA_1401.37_PRED_VAR5_ALK_Glutaric acid (2TMS)","Glutaric acid"
"M000000_A143002-101-xxx_NA_1410.42_PRED_VAR5_ALK_NA","NA"
"M000000_A143003-101-xxx_NA_1420.25_PRED_VAR5_ALK_NA","NA"
"M000730_A143004-101-xxx_NA_1403.98_PRED_VAR5_ALK_Butanoic acid. 2.4-dihydroxy- (3TMS)","Butanoic acid. 2.4-dihydroxy-"
"M000228_A143005-101-xxx_NA_1422.06_PRED_VAR5_ALK_Butyric acid. 2-amino-. DL- (3TMS) (Derivate not found)","Butyric acid. 2-amino-. DL-"
"M000240_A143006-101-xxx_NA_1427.46_TRUE_VAR5_ALK_Cyclopropanecarboxylic acid. 1-amino- (3TMS)","Cyclopropanecarboxylic acid. 1-amino-"
"M000736_A143007-101-xxx_NA_1420.55_PRED_VAR5_ALK_Undecanoic acid methyl ester. n-","Undecanoic acid methyl ester. n-"
"M000000_A143010-101-xxx_NA_1427.56_PRED_VAR5_ALK_NA","NA"
"M000908_A143011-101-xxx_NA_1433.96_TRUE_VAR5_ALK_Norvaline. 3-hydroxy- (3TMS)","Norvaline. 3-hydroxy-"
"M000849_A143012-101-xxx_NA_1431.09_TRUE_VAR5_ALK_Phenol. 2-amino- (2TMS)","Phenol. 2-amino-"
"M000924_A143013-101-xxx_NA_1438.03_TRUE_VAR5_ALK_Benzylamine (2TMS)","Benzylamine"
"M000925_A143014-101-xxx_NA_1436.91_TRUE_VAR5_ALK_Maleamic acid (2TMS) MP","Maleamic acid"
"M001203_A143018-101-xxx_NA_1434.91_TRUE_VAR5_ALK_N-methyl trans-4-hydroxy-L-proline (2S.4R)-4-hydroxy-1-methyl pyrrolidine-2-carboxylic acid (2TMS)","N-methyl trans-4-hydroxy-L-proline (2S.4R)-4-hydroxy-1-methyl pyrrolidine-2-carboxylic acid"
"M000000_A143019-101-xxx_NA_1429.29_PRED_VAR5_ALK_Unknown#sst-cgl-024","Unknown#sst-cgl-024"
"M000000_A143020-101-xxx_NA_1428.29_PRED_VAR5_ALK_2-Hydroxydecanoic_acid_1MeO","2-Hydroxydecanoic_acid"
"M001227_A143025-101-xxx_NA_1433.85_TRUE_VAR5_ALK_Glycinamide (2TMS) BP2","Glycinamide  2"
"M000027_A144001-101-xxx_NA_1423.86_TRUE_VAR5_ALK_Alanine. beta- (3TMS)","Alanine. beta-"
"M000130_A144002-101-xxx_NA_1417.5_PRED_VAR5_ALK_Cysteine. S-methyl-. DL- (2TMS)","Cysteine. S-methyl-. DL-"
"M000033_A144003-101-xxx_NA_1422.05_TRUE_VAR5_ALK_Aspartic acid (2TMS)","Aspartic acid"
"M000000_A144004-101-xxx_NA_1415.51_PRED_VAR5_ALK_NA","NA"
"M000000_A144005-101-xxx_NA_1427.89_PRED_VAR5_ALK_NA","NA"
"M000000_A144006-101-xxx_NA_1423.54_PRED_VAR5_ALK_NA","NA"
"M000000_A144007-101-xxx_NA_1429.78_PRED_VAR5_ALK_similar to Aspartic acid (2TMS)","similar to Aspartic acid"
"M000597_A144008-101-xxx_NA_1431.57_TRUE_VAR5_ALK_Erythronic acid-1.4-lactone (2TMS)","Erythronic acid-1.4-lactone"
"M000926_A144012-101-xxx_NA_1443.59_TRUE_VAR5_ALK_Glycine. 2-phenyl- (1TMS)","Glycine. 2-phenyl-"
"M000034_A144013-101-xxx_NA_1449.46_TRUE_VAR5_ALK_Proline. 4-hydroxy-. cis- (2TMS)","Proline. 4-hydroxy-. cis-"
"M000927_A144014-101-xxx_NA_1447.51_TRUE_VAR5_ALK_Benzoic acid. 3-amino-2.3-dihydro- (1TMS)","Benzoic acid. 3-amino-2.3-dihydro-"
"M000928_A144016-101-xxx_NA_1449.32_TRUE_VAR5_ALK_Acetamide. 2-phenyl- (2TMS)","Acetamide. 2-phenyl-"
"M000000_A144017-101-xxx_NA_1443.58_TRUE_VAR5_ALK_NA_204_189_133_93","NA_204_189_133_93"
"M000000_A144018-101-xxx_NA_1448.11_TRUE_VAR5_ALK_NA144018 (classified unknown)","NA144018 (classified unknown)"
"M000000_A144019-101-xxx_NA_1434.92_PRED_VAR5_ALK_Cadaverine_2TMS","Cadaverine"
"M000000_A144020-101-xxx_NA_1435.39_PRED_VAR5_ALK_Ethanolamine_2TMS","Ethanolamine"
"M000000_A144021-101-xxx_NA_1432.65_PRED_VAR5_ALK_Taurine_2TMS","Taurine"
"M000104_A145001-101-xxx_NA_1427.64_TRUE_VAR5_ALK_Erythrose (1MEOX) (3TMS) BP","Erythrose"
"M000000_A145002-101-xxx_NA_1431.11_PRED_VAR5_ALK_NA","NA"
"M000000_A145003-101-xxx_NA_1432.44_PRED_VAR5_ALK_NA","NA"
"M000000_A145004-101-xxx_NA_1429.88_PRED_VAR5_ALK_NA","NA"
"M000000_A145005-101-xxx_NA_1436.41_PRED_VAR5_ALK_NA","NA"
"M000000_A145006-101-xxx_NA_1440.49_PRED_VAR5_ALK_NA","NA"
"M000000_A145007-101-xxx_NA_1441.09_PRED_VAR5_ALK_NA","NA"
"M000000_A145008-101-xxx_NA_1447.39_PRED_VAR5_ALK_NA","NA"
"M000929_A145011-101-xxx_NA_1458.99_TRUE_VAR5_ALK_Cysteamine (3TMS)","Cysteamine"
"M000884_A145012-101-xxx_NA_1455.34_TRUE_VAR5_ALK_Isobutanoic acid. 3-amino- (3TMS)","Isobutanoic acid. 3-amino-"
"M000923_A145013-101-xxx_NA_1454.41_TRUE_VAR5_ALK_Butanoic acid. 4-methylthio-2-oxo- (1MEOX) (1TMS) MP","Butanoic acid. 4-methylthio-2-oxo-"
"M000930_A145014-101-xxx_NA_1402.88_TRUE_VAR5_ALK_Aniline. 3.4-dimethyl- (1TMS)","Aniline. 3.4-dimethyl-"
"M000000_A145015-101-xxx_NA_1455.47_TRUE_VAR5_ALK_NA145015","NA145015"
"M000000_A145016-101-xxx_NA_1454.42_TRUE_VAR5_ALK_NA145016 (classified unknown)","NA145016 (classified unknown)"
"M000000_A145017-101-xxx_NA_1449.81_TRUE_VAR5_ALK_NA145017","NA145017"
"M000000_A145018-101-xxx_NA_1454.74_TRUE_VAR5_ALK_NA145018","NA145018"
"M000000_A145019-101-xxx_NA_1442.6_PRED_VAR5_ALK_Dihydroxymalonic-acid_4TMS","Dihydroxymalonic-acid"
"M000000_A145020-101-xxx_NA_1445.17_PRED_VAR5_ALK_Unknown#bth-pae-030","Unknown#bth-pae-030"
"M000000_A145021-101-xxx_NA_1447.78_PRED_VAR5_ALK_Unknown#bth-pae-063","Unknown#bth-pae-063"
"M001227_A145025-101-xxx_NA_1456.01_TRUE_VAR5_ALK_Glycinamide (3TMS)","Glycinamide"
"M000019_A146001-101-xxx_NA_1441.44_TRUE_VAR5_ALK_Homoserine (3TMS)","Homoserine"
"M000104_A146002-101-xxx_NA_1440.31_TRUE_VAR5_ALK_Erythrose (1MEOX) (3TMS) MP","Erythrose"
"M000000_A146003-101-xxx_NA_1447.96_PRED_VAR5_ALK_NA","NA"
"M000000_A146004-101-xxx_NA_1435.92_PRED_VAR5_ALK_NA","NA"
"M000464_A146005-101-xxx_NA_1427.5_TRUE_VAR5_ALK_Threose  (1MEOX) (3TMS) BP","Threose"
"M000580_A146006-101-xxx_NA_0_FALSE_VAR5_ALK_Homocysteine thiolactone (1TMS)","Homocysteine thiolactone"
"M000664_A146007-101-xxx_NA_1470.57_TRUE_VAR5_ALK_Butanoic acid. 4-amino-3-hydroxy- (3TMS)","Butanoic acid. 4-amino-3-hydroxy-"
"M000928_A146008-101-xxx_NA_1466.43_TRUE_VAR5_ALK_Acetamide. 2-phenyl- (1TMS)","Acetamide. 2-phenyl-"
"M000125_A146009-101-xxx_NA_1467.75_TRUE_VAR5_ALK_Coumarine","Coumarine"
"M000921_A146010-101-xxx_NA_1461.16_TRUE_VAR5_ALK_Proline. 3-hydroxy-. trans- (3TMS)","Proline. 3-hydroxy-. trans-"
"M000931_A146011-101-xxx_NA_1461.92_TRUE_VAR5_ALK_Iminodiacetic acid (2TMS)","Iminodiacetic acid"
"M000932_A146012-101-xxx_NA_1464.09_TRUE_VAR5_ALK_Uracil. dihydro- (1TMS)","Uracil. dihydro-"
"M000874_A146013-101-xxx_NA_1462.49_TRUE_VAR5_ALK_1.2.4-Triazole. 3-amino- (3TMS)","1.2.4-Triazole. 3-amino-"
"M000000_A146017-101-xxx_NA_1457.02_PRED_VAR5_ALK_Unknown#bth-pae-065","Unknown#bth-pae-065"
"M000000_A146018-101-xxx_NA_1450.99_PRED_VAR5_ALK_Unknown#sst-cgl-026","Unknown#sst-cgl-026"
"M000000_A147001-101-xxx_NA_1458.44_PRED_VAR5_ALK_NA","NA"
"M000728_A147003-101-xxx_NA_1454.09_PRED_VAR5_ALK_Ornithine-1.5-lactam (2TMS)","Ornithine-1.5-lactam"
"M000478_A147004-101-xxx_NA_1456.08_TRUE_VAR5_ALK_Decanoic acid (1TMS)","Decanoic acid"
"M000000_A147005-101-xxx_NA_1462.03_PRED_VAR5_ALK_NA","NA"
"M001231_A147006-101-xxx_NA_1462.71_TRUE_VAR5_ALK_N-Carboxyglycine (3TMS)","N-Carboxyglycine"
"M000870_A147007-101-xxx_NA_1460.08_PRED_VAR5_ALK_Siloxane","Siloxane"
"M000464_A147008-101-xxx_NA_1445.33_TRUE_VAR5_ALK_Threose (1MEOX) (3TMS) MP","Threose"
"M000266_A147009-101-xxx_NA_1455.33_PRED_VAR5_ALK_Homoserine. beta-. DL- (3TMS)","Homoserine. beta-. DL-"
"M001117_A147010-101-xxx_NA_1456.15_TRUE_VAR5_ALK_Oxaloacetate (1MEOX) (2TMS) MP","Oxaloacetate"
"M000000_A147011-101-xxx_NA_1464.11_TRUE_VAR5_ALK_NA147011 (classified unknown)","NA147011 (classified unknown)"
"M000034_A147012-101-xxx_NA_1470.46_TRUE_VAR5_ALK_Proline. 4-hydroxy-. trans- (2TMS)","Proline. 4-hydroxy-. trans-"
"M000271_A147013-101-xxx_NA_1474.27_TRUE_VAR5_ALK_Nicotinamide (2TMS)","Nicotinamide"
"M000665_A147014-101-xxx_NA_0_FALSE_VAR5_ALK_Butyro-1.4-lactam. 2-amino- (2TMS)","Butyro-1.4-lactam. 2-amino-"
